Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,country,created_at
1.3448E+18,negative,1.341078043,-0.913895786,2.75528574,"Distraction strategy when the PM has no idea how to lead a country!
One where the States have mostly stepped up to look after its peoples. Except NSW which is rife with corruption. 
Where to now for the Cth? https://t.co/pjfzLYrpms",Australia,Fri Jan 01 00:01:18 +0000 2021
1.3448E+18,positive,1.195422173,1.456937551,0.290641129,"@AnthonyCole68 Me2.....makes all the difference &amp; Morrison is about to ""speak"" bet it's riveting 🤔😁😪😪but first Glad on NSW Covid19 position......😪😪😪",Australia,Fri Jan 01 00:02:57 +0000 2021
1.3448E+18,positive,0.941104293,5.80103159,-1.371136904,"Happy New Year to my home Country. Welcome to 2021 UK. Stay safe and grasp opportunity. To all friends and family back home, we miss you https://t.co/0qjWRF4PCz",Australia,Fri Jan 01 00:07:53 +0000 2021
1.3448E+18,negative,1.478128433,-1.521863341,3.696737289,@LucyBattersby Must agree with many comments Lucy how dare you after a long cold bleak lockdown full of lies and deceit from the Andrews govt. take a break when the govt opened the borders . The main thing to remember is that Dan has escaped scrutiny . Depression deaths and shattered lives .,Australia,Fri Jan 01 00:10:57 +0000 2021
1.3448E+18,positive,0.523562074,2.530440092,0.284532309,"@MelissaBrownABC @rwillingham @VicGovDHHS @abcmelbourne Awesome that we now have decent contact tracing and quarantine in #Victoria. Hopefully we can contain and suppress this latest outbreak from #NSW. Hard borders, mandatory masks and social distancing  makes a huge difference! #COVID19Vic #COVID19nsw #GladysCluster #GladysOutbreak",Australia,Fri Jan 01 00:11:10 +0000 2021
1.3448E+18,negative,0.940528452,-1.189518452,3.363255501,"@Higgo74 WTF, exactly what goes these idiots brains that says we're doing lockdown again,, it ain't WW1...be calm &amp; rational",Australia,Fri Jan 01 00:11:34 +0000 2021
1.3448E+18,negative,1.337476969,-0.516459644,1.485961199,"@PaulBongiorno @GladysB @BorisJohnson It's not commerce, it's wedge politics. As with carbon reduction they can't do the bleedingly obvious right thing because they have invested too much energy in attacking Dictator Dan for Victoria's successful lockdown.",Australia,Fri Jan 01 00:12:37 +0000 2021
1.3448E+18,positive,2.472452641,5.536053181,-1.827293754,"Arriving at work in Sydney on #NewYearsDay as my family back home celebrate in their bubble from the Malvern Hills (2nd pic). Happy new year everyone, stay safe x https://t.co/DtYE3cndFA",Australia,Fri Jan 01 00:14:17 +0000 2021
1.3448E+18,neutral,1.072636843,0.733366251,1.018381,"1 in 10,000 tests positive for Covid-19. 

“Covid completely out of control in NSW. Full lockdown and close all the borders now.” 🤔 

Mask mandate 😷 a good idea (no-cost likely upside). 
Test test test then test some more. Best antidote to Covid is test, trace, isolate. https://t.co/icqggkAuVv",Australia,Fri Jan 01 00:14:52 +0000 2021
1.3448E+18,neutral,1.523191214,0.963265836,0.44597885,"@jvedmond @MsSandyCrack @normanswan You very well may be right about the additional approval process here in Australia however it is worth thinking about the CDC. Recently described as  Mecca by an Australian epidemiologist, has had it's reputation and effectiveness eviscerated but the current administration.",Australia,Fri Jan 01 00:21:19 +0000 2021
1.3448E+18,negative,0.824746907,-1.216989517,4.074641228,@BlowerFoy @DanSutjlg @axel_rants @zlj517 I call bullshit and anyone with 1/2 a brain knows the CCP covered up the outbreak in China that infected the rest of the world. Your lies and propaganda don’t fly in a world with free press these so called “documentaries” I bet the content in controlled by the ccp as well,Australia,Fri Jan 01 00:22:09 +0000 2021
1.3448E+18,neutral,1.20418787,-0.5852952,1.129571319,Boycott Harvey Norman and Murdoch media and Fairfax media https://t.co/6mfHN23EUT,Australia,Fri Jan 01 00:23:08 +0000 2021
1.3448E+18,negative,1.566731215,-0.859428227,2.302957296,"@shaunmicallef What a bitter end to donuts.
End Corona in 2021🍾🍾🍾😷💕",Australia,Fri Jan 01 00:24:48 +0000 2021
1.3448E+18,negative,1.567113996,-0.387212157,2.282075167,"Surely the BBL should be looking at having hubs in Perth/Adelaide and possibly Brisbane to keep the season alive.
The Sixers should stay in Perth instead of getting home to play the Scorchers on the 16th.
Cricket is a slow moving beast",Australia,Fri Jan 01 00:25:41 +0000 2021
1.3448E+18,negative,1.486854076,-1.012946963,2.729661226,@DeanRosario Wa is too distant compared to the numbers which travel between nsw and vic. To lock down borders is a tough call especially where regional towns which are unaffected are unfairly locked out,Australia,Fri Jan 01 00:30:13 +0000 2021
1.3448E+18,negative,1.393593669,-0.431033581,1.556483626,@laureningram Also a lot of Melburnians have PTSD from their months of lockdown and it was finally worth it (over 60 days of no local cases) - they don't want that sacrifice to be for nothing.,Australia,Fri Jan 01 00:30:18 +0000 2021
1.3448E+18,neutral,1.563673496,0.219415903,-0.018957281,New Covid-19 Strain Found in China - WSJ https://t.co/un59Tl9sEI,Australia,Fri Jan 01 00:31:04 +0000 2021
1.3448E+18,negative,0.774389982,-0.149089545,2.523979425,"No good options here - 2020 was terrible, and more than ever people need a break and to see fam. But quite a number of people also chose to head north well after it became clear  more than a week ago, this was a real possibility courtesy of the gold standard state’s [in]decisions https://t.co/5UwnxR0VOi",Australia,Fri Jan 01 00:31:11 +0000 2021
1.3448E+18,negative,0.933696568,-0.99901861,2.837258816,Put the blame where it belongs at @GladysB for not going strong on the first hint not on Victoria for wanting to protect what we endured 8 weeks locked down @PatsKarvelas https://t.co/f9n5FB92nF,Australia,Fri Jan 01 00:33:44 +0000 2021
1.3448E+18,negative,0.796349704,-0.167737782,2.742730141,"Now NSW ‘Covid Bubble’ is stretching to Western Suburbs .... time to put a ‘Steel Ring’ around Sydney #GladysTheCovidiot  .... and 25,000 flock to cricket .... so irresponsible of NSW Leadership ... err that’d be #GladysTheCovidiot !",Australia,Fri Jan 01 00:34:18 +0000 2021
1.3448E+18,negative,0.72488904,0.094988018,1.800523996,"One of the most terrifying things as a Victorian right now is thinking we could possibly go into lockdown again. 18 active cases doesn’t seem like many, but it how it starts and idk I’m so worried omg",Australia,Fri Jan 01 00:36:45 +0000 2021
1.34481E+18,negative,0.773537099,0.108456828,1.793808103,"Just woke up to this 💔 
Stay strong @zarakayk don’t back down on these fools. You will get home  soon ✌️ https://t.co/wnSEMAcWTW",Australia,Fri Jan 01 00:38:00 +0000 2021
1.34481E+18,positive,0.553262711,4.538034916,-0.817841113,Here we go again. Great start folks! https://t.co/iUOnnh1rTc https://t.co/ZoWbQriwo2,Australia,Fri Jan 01 00:38:41 +0000 2021
