Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,hashtags,country,created_at
1408364671590178817,neutral,2.2327702045440674,0.984838843345642,-0.2355459183454513,Rolling into lockdown like… #miriboo #naomifeather #endofterm 💝 @ Morton Park https://t.co/FhO9OcmT4z,"miriboo, naomifeather, endofterm",Australia,Fri Jun 25 10:01:18 +0000 2021
1408364804717170690,negative,1.576781153678894,-1.095525145530701,2.5522148609161377,"Another lockdown, another toilet paper crisis in Australia 🤣🤣
Why? Why? Why?
Scientists please answer this question and explain this association 🤔🧐
Photo was taken 5 minutes ago.
#LockDown #toiletpaper #COVID19 https://t.co/cFs8Mq7b35","LockDown, toiletpaper, COVID19",Australia,Fri Jun 25 10:01:50 +0000 2021
1408364929891979267,neutral,1.5475729703903198,0.765346884727478,1.261414885520935,"Yes the NSW stay at home orders are complicated and confusing. But everyone I know is checking in on one another to double check the rules, commiserate and offer support. We’re quite well versed at adjusting our movements as needed. It’s a nuanced approach for better or worse",,Australia,Fri Jun 25 10:02:20 +0000 2021
1408365525193744384,neutral,1.3035573959350586,0.6810377836227417,0.4469178915023803,"If we fight it with everything you’ve got😱
Instead, let’s try science, leadership and accountability ✅ https://t.co/7uvdvxZdOP",,Australia,Fri Jun 25 10:04:42 +0000 2021
1408365794753355776,positive,0.7938956618309021,0.939691126346588,0.4232862293720245,@FeliceArenBooks 😆😆😆 #truth I believe it is ‘stay at home orders’ catchy!,truth,Australia,Fri Jun 25 10:05:46 +0000 2021
1408366956290314243,neutral,1.8061968088150024,-0.5789166688919067,0.8669319152832031,@ItsBouquet Gladstone only a week behind when she should have pulled the lockdown trigger,,Australia,Fri Jun 25 10:10:23 +0000 2021
1408367578569863172,positive,0.9218243360519408,1.70619535446167,-0.256432831287384,The Donnie!! https://t.co/TInobKtCij,,Australia,Fri Jun 25 10:12:51 +0000 2021
1408367807935311875,neutral,1.5375521183013916,1.3785377740859983,0.2580376267433166,Maybe if we spice up these #sydneylockdown covid numbers with bingo favourites..  “22…. Two ducks swimming!”  Yes?,sydneylockdown,Australia,Fri Jun 25 10:13:46 +0000 2021
1408368036805963782,neutral,2.395064353942871,-1.0270553827285769,1.833975911140442,Emergency payments will be a available from the federal government for some workers that lose shifts due to the 4 LGA lockdown in Sydney.,,Australia,Fri Jun 25 10:14:40 +0000 2021
1408368083295563776,negative,0.563438892364502,0.4464942514896393,1.9119106531143188,@Jul56com @DoreenHowardRSA @onewritergirl @MelissaTereze @Alexbro11802001 @boldlump72 @SueKayG1 @ElleArmstrong19 @ENichols_Author @boojune1954 @McKayUndercover @natmillersnell @JJonesUCD @foggiedew 🤓 we are now on orders to stay at home for a full week. Nope it’s not called a lockdown but we can’t go anywhere!!🤪,,Australia,Fri Jun 25 10:14:51 +0000 2021
1408370295228964868,positive,0.6561753153800964,3.064160823822021,-0.7965335845947266,"Thanks for the 
heads up. https://t.co/2Tf27ISBPV",,Australia,Fri Jun 25 10:23:39 +0000 2021
1408370400090759169,negative,0.7633670568466187,-0.9695436358451844,3.1230921745300293,"All the street protests in Melbourne have proven the Wuhan Flu fuckwits who were dropping like flies, to be bullshit. The only thing that isn’t highly contagious in Victoria is common sense",,Australia,Fri Jun 25 10:24:04 +0000 2021
1408370456256602118,neutral,2.052654981613159,1.9720321893692017,-0.1772445142269134,"Ok, I’m about to go online shopping on a Friday night. I’m officially in full lockdown mode #sydneylockdown",sydneylockdown,Australia,Fri Jun 25 10:24:17 +0000 2021
1408371132479152130,negative,1.1313332319259644,0.588005781173706,1.4853347539901731,"Honestly, how does community sport continue?!?!?!? We’ve canned seniors and there are massive reservations around juniors. 🤦‍♂️ https://t.co/EqrG9ETGl2",,Australia,Fri Jun 25 10:26:58 +0000 2021
1408372357920530432,neutral,1.5245691537857056,0.7227796316146851,1.070061206817627,"For those isolated due to lockdown, I’ve made a Sydney bingo card so you can play along at home. #sydney #lockdown #COVID19 #covidsydney https://t.co/o6I0JEYxuF","sydney, lockdown, COVID19, covidsydney",Australia,Fri Jun 25 10:31:51 +0000 2021
1408372983219986435,neutral,1.8697888851165767,1.4713399410247805,-0.2149213254451751,@CaraMia200 @SBSNews Now Dumbo is a medical expert specialising in lockdown strategies. Give me help!,,Australia,Fri Jun 25 10:34:20 +0000 2021
1408373060969721856,negative,0.8878113627433777,-1.3977926969528198,3.9624757766723633,@maxwalden_ Terribly sad. There’s been some disgraceful conduct by food delivery companies in Australia since the pandemic began and people experienced far greater employment pressure.,,Australia,Fri Jun 25 10:34:38 +0000 2021
1408373294546358272,negative,0.5050730109214783,-0.4558992683887481,2.3898861408233643,"The whole of Australia is afraid of that.
She's a #goldstandarddisaster. #NSWCovid https://t.co/nxHQbzKD5W","goldstandarddisaster, NSWCovid",Australia,Fri Jun 25 10:35:34 +0000 2021
1408373828103720964,neutral,2.3649051189422607,1.0139507055282593,-0.1398456990718841,@auslawnerd @lucysunman We are taking the cautious approach as he was in all day on Monday. Will comply with stay at home orders,,Australia,Fri Jun 25 10:37:41 +0000 2021
1408373859640758273,negative,0.9547619819641112,0.0918245092034339,1.430079221725464,"@disclosetv @JohnJnich001 The vax induces covid!
Not a vax
A carrier agent?
Israel should take note of what happening, outside its borders!",,Australia,Fri Jun 25 10:37:49 +0000 2021
