Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,hashtags,country,created_at
1361979006069862401,positive,1.3058480024337769,1.5031206607818604,0.7641425132751465,Can’t we just do Valentines Day again? Let’s make it this weekend. Just for 2021 eh? https://t.co/t18XJ0hR8a,,Australia,Wed Feb 17 10:01:14 +0000 2021
1361979538809389060,positive,1.3017836809158323,1.340674638748169,0.0968603566288948,As an Australian who grew up in the 80s-90s I see this and can only think #ArtAttack https://t.co/dADGxz0llX,ArtAttack,Australia,Wed Feb 17 10:03:21 +0000 2021
1361981683222777856,neutral,2.3882782459259038,-0.4199864566326141,0.4264533817768097,@elle_desylva End of another lockdown in Melbourne??😉😊,,Australia,Wed Feb 17 10:11:52 +0000 2021
1361981860016922629,neutral,1.1671218872070312,-0.07463433593511581,0.05998470634222031,@dswintal thoughts? https://t.co/xbFhWfeEPc,,Australia,Wed Feb 17 10:12:34 +0000 2021
1361982998632042496,neutral,3.6076366901397705,1.409954071044922,-0.3523804843425751,"End of lockdown dance. Preparing the studio. See you in class tomorrow at 6am @ Melbourne, Victoria, Australia https://t.co/kWD8AapZsx",,Australia,Wed Feb 17 10:17:05 +0000 2021
1361983473234235392,negative,0.6371126174926758,-0.5403396487236023,2.0388963222503658,I’m afraid Covid normal is our only option.😳 https://t.co/1lvSNtwvab,,Australia,Wed Feb 17 10:18:59 +0000 2021
1361983659092242433,negative,0.9299083352088928,0.09236034750938417,1.162388801574707,"Let’s just be clear, this is not ok https://t.co/I3QdySkn43",,Australia,Wed Feb 17 10:19:43 +0000 2021
1361983951141629958,neutral,1.4344726800918581,0.5194729566574097,0.08032748848199844,"Because They can,will,be Asleep at midnight https://t.co/6byaq2l0oO",,Australia,Wed Feb 17 10:20:53 +0000 2021
1361984089146859526,negative,1.2355300188064575,0.2313201427459717,1.3348456621170044,And yet our fearless leader old #smirksandmirrors  @ScottMorrisonMP runs for cover at the slightest bit of pressure from the press gallery cancelled appearances  &amp; goes to ground.  Tell me  who the true leader is? https://t.co/a3CCKMrRft,smirksandmirrors,Australia,Wed Feb 17 10:21:25 +0000 2021
1361984651447869442,positive,0.9324849247932434,1.032652497291565,0.5627755522727966,Well.😳 Now we know why Trump survived.😳 He is definitely a Neanderthal.😳 https://t.co/dhuYsC08Tu,,Australia,Wed Feb 17 10:23:40 +0000 2021
1361986377521397763,negative,0.6369727253913879,-0.39846789836883545,2.9571607112884517,"@smadixit @compassionncare Your logic is totally flawed . If this is the case the oldies at home with precondition will come at last coz they were not socially active during the pandemic (still) .

After all they don't participate actively in socio economic ecosystem.

Cheers",,Australia,Wed Feb 17 10:30:31 +0000 2021
